Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,BRICK_POINT,BRICK_EQUIP_LIST,BRICK_LOCATION_LIST,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,BACnet Type Str,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments
505_2_3025845,505,2,3025845,,,,EBU3B.RM-Bxxx..BSMT AVG CLG-PID2,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND BSMT AVG CLG BSMT AVG CLG PID2,Average Floor Cooling PID2,95,Average Floor Cooling PID,Unknown,Analog Value,2,RM-Bxxx,Basement Aggregate,Aggregate,,EBU3B,
505_2_3013659,505,2,3013659,,,,EBU3B.FILE SERVER.HIx2TEMPALM-STPT,NAE 05 Programming File Server Room HIHITEMPALM STPT,High-High Temp Alarm Setpoint,64,High-High Temperature Alarm Setpoint,Unknown,Analog Value,,Server Room,Computer Room Air Conditioning,All,,EBU3B,
505_2_3018432,505,2,3018432,,,,EBU3B.HX..High Setpoint,NAE 05 Programming HEAT EXCHANGER OSA RESET HX High Setpoint,Heat Exchanger OSA Reset High Setpoint,95,Heat Exchanger OSA Reset High Setpoint,Unknown,Analog Value,,,Heat Exchanger,0,,EBU3B,
505_2_3018433,505,2,3018433,,,,EBU3B.HX..Low Setpoint,NAE 05 Programming HEAT EXCHANGER OSA RESET HX Low Setpoint,Heat Exchanger OSA Reset Low Setpoint,95,Heat Exchanger OSA Reset Low Setpoint,Unknown,Analog Value,,,Heat Exchanger,0,,EBU3B,
505_2_3018430,505,2,3018430,,,,EBU3B.HX..OSA High Span,NAE 05 Programming HEAT EXCHANGER OSA RESET OSA High Span,Heat Exchanger OSA Reset OSA High Span,95,Heat Exchanger OSA Reset OSA High Span,Unknown,Analog Value,,,Heat Exchanger,0,,EBU3B,
505_2_3018431,505,2,3018431,,,,EBU3B.HX..OSA Low Span,NAE 05 Programming HEAT EXCHANGER OSA RESET OSA Low Span,Heat Exchanger OSA Reset OSA Low Span,95,Heat Exchanger OSA Reset OSA Low Span,Unknown,Analog Value,,,Heat Exchanger,0,,EBU3B,
505_2_3017911,505,2,3017911,,,,EBU3B.Load Shed..MTWDP-SP Load Shed,NAE 05 Programming EBU3B Load Shed EBU3B MTWDP SP Load Shed,MTWDP-SP Load Shed,56,MTWDP-SP Load Shed,Unknown,Analog Value,,,Load Shed,0,,EBU3B,
506_2_3010318,506,2,3010318,,,,BSBM_PV-CURRENT,BSBM_PV CURRENT,PV System Output,3,PV System Output,Unknown,Analog Value,,,Unknown,0,,BSB,
506_2_3009736,506,2,3009736,,,,EBU2_PV-CURRENT,EBU2_PV CURRENT,PV System Output,3,PV System Output,Unknown,Analog Value,,,Unknown,0,,EBU2,
506_2_3009760,506,2,3009760,,,,HUBBS_PV-CURRENT,NAE 06 HUBBS_PV CURRENT,PV System Output,3,PV System Output,Unknown,Analog Value,,,Unknown,0,,Hubbs Hall,
506_2_3010315,506,2,3010315,,,,BSBM_SOLAR-RAD,BSBM_SOLAR RAD,Sunbeams are Good!,35,Sunbeams Are Good!,Unknown,Analog Value,,,Unknown,0,,BSB,
506_2_3009733,506,2,3009733,,,,EBU2_SOLAR-RAD,EBU2_SOLAR RAD,Sunbeams Are Good!,35,Sunbeams Are Good!,Unknown,Analog Value,,,Unknown,0,,EBU2,
506_2_3009742,506,2,3009742,,,,HUBBS_SOLAR-RAD,NAE 06 HUBBS_SOLAR RAD,Sunbeams Are Good!,35,Sunbeams Are Good!,Unknown,Analog Value,,,Unknown,0,,Hubbs Hall,
505_2_3025852,505,2,3025852,,,,EBU3B.RM-1xxx..1ST FLR AVG CLG-PID1,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND 1ST FLR AVG CLG 1ST FLR AVG CLG PID1,Average Floor Cooling PID1,95,Average Floor Cooling PID,Unknown,Analog Value,1,Rm-1xxx,1st floor,Aggregate,,EBU3B,
505_2_3025853,505,2,3025853,,,,EBU3B.RM-1xxx..1ST FLR AVG CLG-PID2,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND 1ST FLR AVG CLG 1ST FLR AVG CLG PID2,Average Floor Cooling PID2,95,Average Floor Cooling PID,Unknown,Analog Value,2,Rm-1xxx,1st floor,Aggregate,,EBU3B,
505_2_3025854,505,2,3025854,,,,EBU3B.RM-1xxx..1ST FLR AVG CLG-PID3,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND 1ST FLR AVG CLG 1ST FLR AVG CLG PID3,Average Floor Cooling PID3,95,Average Floor Cooling PID,Unknown,Analog Value,3,Rm-1xxx,1st floor,Aggregate,,EBU3B,
505_2_3025855,505,2,3025855,,,,EBU3B.RM-1xxx..1ST FLR AVG CLG-PID4,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND 1ST FLR AVG CLG 1ST FLR AVG CLG PID4,Average Floor Cooling PID4,95,Average Floor Cooling PID,Unknown,Analog Value,4,Rm-1xxx,1st floor,Aggregate,,EBU3B,
505_2_3025856,505,2,3025856,,,,EBU3B.RM-1xxx..1ST FLR AVG CLG-PID5,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND 1ST FLR AVG CLG 1ST FLR AVG CLG PID5,Average Floor Cooling PID5,95,Average Floor Cooling PID,Unknown,Analog Value,5,Rm-1xxx,1st floor,Aggregate,,EBU3B,
506_2_3015064,506,2,3015064,,,,EBU3B.RM-2xxx..2ND FLR AVG CLG-PID1,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 2ND FLR AVG CLG 2ND FLR AVG CLG PID1,Average Floor Cooling PID1,95,Average Floor Cooling PID,Unknown,Analog Value,1,RM-2xxx,2nd floor,Aggregate,,EBU3B,
506_2_3015065,506,2,3015065,,,,EBU3B.RM-2xxx..2ND FLR AVG CLG-PID2,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 2ND FLR AVG CLG 2ND FLR AVG CLG PID2,Average Floor Cooling PID2,95,Average Floor Cooling PID,Unknown,Analog Value,2,RM-2xxx,2nd floor,Aggregate,,EBU3B,
506_2_3015066,506,2,3015066,,,,EBU3B.RM-2xxx..2ND FLR AVG CLG-PID3,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 2ND FLR AVG CLG 2ND FLR AVG CLG PID3,Average Floor Cooling PID3,95,Average Floor Cooling PID,Unknown,Analog Value,3,RM-2xxx,2nd floor,Aggregate,,EBU3B,
506_2_3015067,506,2,3015067,,,,EBU3B.RM-2xxx..2ND FLR AVG CLG-PID4,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 2ND FLR AVG CLG 2ND FLR AVG CLG PID4,Average Floor Cooling PID4,95,Average Floor Cooling PID,Unknown,Analog Value,4,RM-2xxx,2nd floor,Aggregate,,EBU3B,
506_2_3015068,506,2,3015068,,,,EBU3B.RM-2xxx..2ND FLR AVG CLG-PID5,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 2ND FLR AVG CLG 2ND FLR AVG CLG PID5,Average Floor Cooling PID5,95,Average Floor Cooling PID,Unknown,Analog Value,5,RM-2xxx,2nd floor,Aggregate,,EBU3B,
506_2_3015075,506,2,3015075,,,,EBU3B.RM-3xxx..3RD FLR AVG CLG-PID1,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 3RD FLR AVG CLG 3RD FLR AVG CLG PID1,Average Floor Cooling PID1,95,Average Floor Cooling PID,Unknown,Analog Value,1,RM-3xxx,3rd floor,Aggregate,,EBU3B,
506_2_3015076,506,2,3015076,,,,EBU3B.RM-3xxx..3RD FLR AVG CLG-PID2,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 3RD FLR AVG CLG 3RD FLR AVG CLG PID2,Average Floor Cooling PID2,95,Average Floor Cooling PID,Unknown,Analog Value,2,RM-3xxx,3rd floor,Aggregate,,EBU3B,
506_2_3015077,506,2,3015077,,,,EBU3B.RM-3xxx..3RD FLR AVG CLG-PID3,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 3RD FLR AVG CLG 3RD FLR AVG CLG PID3,Average Floor Cooling PID3,95,Average Floor Cooling PID,Unknown,Analog Value,3,RM-3xxx,3rd floor,Aggregate,,EBU3B,
506_2_3015078,506,2,3015078,,,,EBU3B.RM-3xxx..3RD FLR AVG CLG-PID4,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 3RD FLR AVG CLG 3RD FLR AVG CLG PID4,Average Floor Cooling PID4,95,Average Floor Cooling PID,Unknown,Analog Value,4,RM-3xxx,3rd floor,Aggregate,,EBU3B,
506_2_3015079,506,2,3015079,,,,EBU3B.RM-3xxx..3RD FLR AVG CLG-PID5,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 3RD FLR AVG CLG 3RD FLR AVG CLG PID5,Average Floor Cooling PID5,95,Average Floor Cooling PID,Unknown,Analog Value,5,RM-3xxx,3rd floor,Aggregate,,EBU3B,
506_2_3015087,506,2,3015087,,,,EBU3B.RM-4xxx..4TH FLR AVG CLG-PID2,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 4TH FLR AVG CLG 4TH FLR AVG CLG PID2,Average Cooling PID2,95,Average Floor Cooling PID,Unknown,Analog Value,2,RM-4xxx,4th floor,Aggregate,,EBU3B,
506_2_3015086,506,2,3015086,,,,EBU3B.RM-4xxx..4TH FLR AVG CLG-PID1,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 4TH FLR AVG CLG 4TH FLR AVG CLG PID1,Average Floor Cooling PID1,95,Average Floor Cooling PID,Unknown,Analog Value,1,RM-4xxx,4th floor,Aggregate,,EBU3B,
506_2_3015088,506,2,3015088,,,,EBU3B.RM-4xxx..4TH FLR AVG CLG-PID3,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 4TH FLR AVG CLG 4TH FLR AVG CLG PID3,Average Floor Cooling PID3,95,Average Floor Cooling PID,Unknown,Analog Value,3,RM-4xxx,4th floor,Aggregate,,EBU3B,
506_2_3015089,506,2,3015089,,,,EBU3B.RM-4xxx..4TH FLR AVG CLG-PID4,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 4TH FLR AVG CLG 4TH FLR AVG CLG PID4,Average Floor Cooling PID4,95,Average Floor Cooling PID,Unknown,Analog Value,4,RM-4xxx,4th floor,Aggregate,,EBU3B,
506_2_3015090,506,2,3015090,,,,EBU3B.RM-4xxx..4TH FLR AVG CLG-PID5,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 4TH FLR AVG CLG 4TH FLR AVG CLG PID5,Average Floor Cooling PID5,95,Average Floor Cooling PID,Unknown,Analog Value,5,RM-4xxx,4th floor,Aggregate,,EBU3B,
505_2_3002377,505,2,3002377,,,,EBU3B.AH-1..DASP HI OUT,NAE 05 Programming AH 1 DA RESET DASP HI,DISCH AIR RESET HI OUT,64,Discharge Air Reset High,Unknown,Analog Value,,RM-B102C,AHU,1,AHU -> Discharge Air,EBU3B,
505_2_3002376,505,2,3002376,,,,EBU3B.AH-1..DASP LO OUT,NAE 05 Programming AH 1 DA RESET DASP LO,DISCH AIR RESET LO OUT,64,Discharge Air Reset Low,Unknown,Analog Value,,RM-B102C,AHU,1,AHU -> Discharge Air,EBU3B,
505_0_3002572,505,0,3002572,,,,EBU3B.AH1-1.SF1-F,NAE 05 N2 1 DX 32 SF1 F,SF-1 Supply Flow (cfm x 8.5),84,Supply Fan Air Flow,Supply Fan Air Flow,Analog Value,1,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_0_3000848,505,0,3000848,,,,EBU3B.AH1-1.SF2-F,NAE 05 N2 1 DX 32 SF2 F,Supply Fan 2 Flow (cfm x 10),84,Supply Fan Air Flow,Supply Fan Air Flow,Analog Value,2,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_0_3000850,505,0,3000850,,,,EBU3B.AH1-1.SF3-F,NAE 05 N2 1 DX 32 SF3 F,Supply Fan 3 Flow (cfm x 10),84,Supply Fan Air Flow,Supply Fan Air Flow,Analog Value,3,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_0_3000852,505,0,3000852,,,,EBU3B.AH1-1.SF4-F,NAE 05 N2 1 DX 32 SF4 F,Supply Fan 4 Flow (cfm x 10),84,Supply Fan Air Flow,Supply Fan Air Flow,Analog Value,4,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
506_2_3009759,506,2,3009759,,,,EBU2_ZENITH,NAE 06 EBU2_ZENITH,Solar Zenith Angle,90,Solar Zenith Angle,Solar Zenith Angle,Analog Value,,,Unknown,0,,EBU2,
506_2_3009758,506,2,3009758,,,,EBU2_AZIMUTH,NAE 06 EBU2_AZIMUTH,Solar Azimuth Angle,90,Solar Azimuth Angle,Solar Azimuth Angle,Analog Value,,,Unknown,0,,EBU2,
505_0_3000847,505,0,3000847,,,,EBU3B.AH1-1.RF1-F,NAE 05 N2 1 DX 32 RF1 F,Return Fan 1 Flow (cfm x 10),84,Return Fan Flow,Return Fan Air Flow,Analog Value,1,RM-B102C,Return Fan,1,AHU -> Return Fan,EBU3B,
505_0_3000849,505,0,3000849,,,,EBU3B.AH1-1.RF2-F,NAE 05 N2 1 DX 32 RF2 F,Return Fan 2 Flow (cfm x 10),84,Return Fan Flow,Return Fan Air Flow,Analog Value,2,RM-B102C,Return Fan,2,AHU -> Return Fan,EBU3B,
505_0_3000851,505,0,3000851,return_fan_air_flow,"ahu,return_fan",,EBU3B.AH1-1.RF3-F,NAE 05 N2 1 DX 32 RF3 F,Return Fan 3 Flow (cfm x 10),84,Return Fan Flow,Return Fan Air Flow,Analog Value,3,RM-B102C,Return Fan,3,AHU -> Return Fan,EBU3B,
505_0_3000853,505,0,3000853,,,,EBU3B.AH1-1.RF4-F,NAE 05 N2 1 DX 32 RF4 F,Return Fan 4 Flow (cfm x 10),84,Return Fan Flow,Return Fan Air Flow,Analog Value,4,RM-B102C,Return Fan,1,AHU -> Return Fan,EBU3B,
506_2_3010314,506,2,3010314,,,,BSBM_RH,BSBM_RH,Relative Humidity,95,Relative Humidity,Relative Humidity,Analog Value,,,Weather System,0,,BSB,
506_2_3009732,506,2,3009732,,,,EBU2_RH,EBU2_RH,Relative Humidity,98,Relative Humidity,Relative Humidity,Analog Value,,,Weather System,0,,EBU2,
506_2_3009741,506,2,3009741,,,,HUBBS_RH,NAE 06 HUBBS_RH,Relative Humidity,98,Relative Humidity,Relative Humidity,Analog Value,,,Weather System,0,,Hubbs Hall,
506_2_3010319,506,2,3010319,,,,BSBM_ENTHALPY,BSBM_ENTHALPY,Computed Outside Enthalpy,24,Computed Outside Enthalpy,Outside Enthalpy,Analog Value,,,Weather System,0,,BSB,
506_2_3009737,506,2,3009737,,,,EBU2_ENTHALPY,EBU2_ENTHALPY,Computed Outside Enthalpy,24,Computed Outside Enthalpy,Outside Enthalpy,Analog Value,,,Weather System,0,,EBU2,
506_2_3009745,506,2,3009745,,,,HUBBS_ENTHALPY,NAE 06 HUBBS_ENTHALPY,Computed Outside Enthalpy,24,Computed Outside Enthalpy,Outside Enthalpy,Analog Value,,,Weather System,0,,Hubbs Hall,
506_2_3010313,506,2,3010313,,,,BSBM_OSA-T,BSBM_OSA T,Outside Air Temp,64,Outside Air Temperature,Outside Air Temperature,Analog Value,,,Weather System,0,,BSB,
506_2_3009731,506,2,3009731,,,,EBU2_OSA-T,EBU2_OSA T,Outside Air Temperature,64,Outside Air Temperature,Outside Air Temperature,Analog Value,,,Weather System,0,,EBU2,
506_2_3009740,506,2,3009740,,,,HUBBS_OSA-T,NAE 06 HUBBS_OSA T,Outside Air Temperature,64,Outside Air Temperature,Outside Air Temperature,Analog Value,,,Weather System,0,,Hubbs Hall,
505_2_3002407,505,2,3002407,,,,EBU3B.HW-SYS..OA-SP,NAE 05 Programming CHW   HW CONTROL OA SP,OA Setpoint to disable HW system,64,Outside Air Setpoint to Disable Hot Water system,Outside Air Setpoint Disable Hot Water system,Analog Value,,,Hot Water System,0,,EBU3B,
505_2_3017930,505,2,3017930,,,,EBU3B.Load Shed..MTW1T-SP Load Shed,NAE 05 Programming EBU3B Load Shed EBU3B MTW1T SP Load Shed,MTW1T-SP Load Shed,64,MTWT-SP Load Shed,Medium Water Temperature Load Shed Setpoint,Analog Value,1,,Load Shed,0,,EBU3B,
505_2_3017933,505,2,3017933,,,,EBU3B.Load Shed..MTW2T-SP Load Shed,NAE 05 Programming EBU3B Load Shed EBU3B MTW2T SP Load Shed,MTW2T-SP Load Shed,64,MTWT-SP Load Shed,Medium Water Temperature Load Shed Setpoint,Analog Value,2,,Load Shed,0,,EBU3B,
505_2_3013658,505,2,3013658,,,,EBU3B.SERVER ROOM.HITEMPALM-STPT,NAE 05 Programming File Server Room HITEMPALM STPT,High Temp Alarm Setpoint,64,High Temperature Alarm Setpoint,High Temperature Alarm Setpoint,Analog Value,,Server Room,Computer Room Air Conditioning,0,,EBU3B,
505_2_3002374,505,2,3002374,,,,EBU3B.AH-1..DASP-LO IN,NAE 05 Programming AH 1 DA RESET DEMAND LO,DA COOLING DEMAND LOW IN,302,Discharge Air Cooling Demand Low,Discharge Air Cooling Demand Low,Analog Value,,RM-B102C,AHU,1,,EBU3B,
505_2_3002375,505,2,3002375,,,,EBU3B.AH-1..DASP-HI IN,NAE 05 Programming AH 1 DA RESET DEMAND HI,DA COOLING DEMAND HIGH IN,302,Discharge Air Cooling Demand High,Discharge Air Cooling Demand High,Analog Value,,RM-B102C,AHU,1,AHU -> Discharge Air,EBU3B,
505_2_3017936,505,2,3017936,,,,EBU3B.CHWDP-SP..Load Shed,NAE 05 Programming EBU3B Load Shed EBU3B CHWDP SP Load Shed,CHWDP-SP Load Shed,56,Chilled Water Differential Pressure Setpoint Load Shed,Chilled Water Differential Pressure Load Shed Setpoint,Analog Value,,,Chilled Water System,0,,EBU3B,
505_2_3002099,505,2,3002099,average_cooling_demand_sensor,,,EBU3B.BLDG-AVG..AVG CLG DEMAND,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND BLDG AVG,AVERAGE COOLING DEMAND IN BUILDING,302,Average Cooling Demand,Average Cooling Demand,Analog Value,Building,,VAV,,,EBU3B,
506_2_3010312,506,2,3010312,,,,BSBM_BATT,BSBM_BATT,Battery Voltage,5,Battery Voltage,Battery Voltage,Analog Value,,,Unknown,0,,BSB,
506_2_3009730,506,2,3009730,,,,EBU2_BATT,EBU2_BATT,Battery Voltage,5,Battery Voltage,Battery Voltage,Analog Value,,,Unknown,0,,EBU2,
506_2_3009739,506,2,3009739,,,,HUBBS_BATT,NAE 06 HUBBS_BATT,Battery Voltage,5,Battery Voltage,Battery Voltage,Analog Value,,,Unknown,0,,Hubbs Hall,
505_2_3022109,505,2,3022109,,,,EBU3B.Rm-Bxxx..SUPFLO AVG %,NAE 05 Programming AVERAGE SUPFLOW   BSMT SUPFLO AVG,AVERAGE SUPFLOW %,98,Average Supply Flow,Average Supply Air Flow,Analog Value,,RM-Bxxx,Basement Aggregate,Aggregate,,EBU3B,
505_2_3022110,505,2,3022110,,,,EBU3B.Rm-1xxx..SUPFLO AVG %,NAE 05 Programming AVERAGE SUPFLOW   1st FLR SUPFLO AVG,AVERAGE SUPFLOW %,95,Average Supply Flow,Average Supply Air Flow,Analog Value,,Rm-1xxx,1st floor,Aggregate,,EBU3B,
505_2_3023680,505,2,3023680,,,,EBU3B.Rm-2xxx..SUPFLO AVG %,NAE 05 Programming AVERAGE SUPFLOW   2nd FLR SUPFLO AVG,AVERAGE SUPFLOW %,95,Average Supply Flow,Average Supply Air Flow,Analog Value,,RM-2xxx,2nd floor,Aggregate,,EBU3B,
506_2_3011378,506,2,3011378,,,,EBU3B.RM-3xxx..3rd FLR-SUPFLO AVG %,NAE 06 Programming AVERAGE SUPFLOW   3rd FLR SUPFLO AVG,Average Supply Flow,95,Average Supply Flow,Average Supply Air Flow,Analog Value,,RM-3xxx,3rd floor,Aggregate,,EBU3B,
506_2_3011379,506,2,3011379,,,,EBU3B.RM-4xxx..4th FLR-SUPFLO AVG %,NAE 06 Programming AVERAGE SUPFLOW   4th FLR SUPFLO AVG,Average Supply Flow,95,Average Supply Flow,Average Supply Air Flow,Analog Value,,RM-4xxx,4th floor,Aggregate,,EBU3B,
505_2_3002097,505,2,3002097,,,,EBU3B.Rm-Bxxx..BSMT-AVG,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND BSMT AVG,AVERAGE COOLING DEMAND IN BASEMENT,302,Average Cooling Demand,Average Cooling Demand,Analog Value,Basement,Rm-Bxxx,Basement Aggregate,Aggregate,,EBU3B,
505_2_3015663,505,2,3015663,,,,EBU3B.CO2 Conrol..Co2 Differiential,NAE 05 Programming CO2 Control Co2 Differiencial,CO2 Differential,95,CO2 Differential,Unknown,Analog Value,,,VAV,,,EBU3B,
505_2_3002098,505,2,3002098,,,,EBU3B.Rm-1xxx..1ST-AVG,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND 1ST AVG,AVERAGE COOLING DEMAND ON 1ST FLR,302,Average Cooling Demand,Average Cooling Demand,Analog Value,1st Floor,Rm-1xxx,1st floor,Aggregate,,EBU3B,
506_2_3003387,506,2,3003387,,,,EBU3B.RM-2xxx..2ND-AVG,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 2ND AVG,AVERAGE COOLING DEMAND ON FLR,98,Average Cooling Demand,Average Cooling Demand,Analog Value,2nd Floor,Rm-2xxx,2nd floor,Aggregate,,EBU3B,
506_2_3003388,506,2,3003388,,,,EBU3B.RM-3xxx..3RD-AVG,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 3RD AVG,AVERAGE COOLING DEMAND ON FLR,302,Average Cooling Demand,Average Cooling Demand,Analog Value,3rd Floor,Rm-3xxx,3rd floor,Aggregate,,EBU3B,
506_2_3003389,506,2,3003389,,,,EBU3B.RM-4xxx..4TH-AVG,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 4TH AVG,AVERAGE COOLING DEMAND ON FLR,302,Average Cooling Demand,Average Cooling Demand,Analog Value,4th Floor,Rm-4xxx,4th floor,Aggregate,,EBU3B,
505_2_3026079,505,2,3026079,,,,EBU3B.AH1-1.RF1-F,NAE 05 Programming AH 1 FLOW SENSOR CALC RF 1 SUPPLY FLOW,Return Fan 1 Flow,84,Supply Flow Calculation,Air Flow Calculation,Analog Value,1,RM-B102C,Return Fan,1,AHU -> Return Fan,EBU3B,
505_2_3026077,505,2,3026077,,,,EBU3B.AH1-1.RF2-F,NAE 05 Programming AH 1 FLOW SENSOR CALC RF 2 SUPPLY FLOW,Return Fan 2 Flow,84,Supply Flow Calculation,Air Flow Calculation,Analog Value,2,RM-B102C,Return Fan,2,AHU -> Return Fan,EBU3B,
505_2_3026081,505,2,3026081,,,,EBU3B.AH1-1.RF3-F,NAE 05 Programming AH 1 FLOW SENSOR CALC RF 3 SUPPLY FLOW,Return Fan 3 Flow,84,Supply Flow Calculation,Air Flow Calculation,Analog Value,3,RM-B102C,Return Fan,3,AHU -> Return Fan,EBU3B,
505_2_3026083,505,2,3026083,,,,EBU3B.AH1-1.RF4-F,NAE 05 Programming AH 1 FLOW SENSOR CALC RF 4 SUPPLY FLOW,Return Fan 4 Flow,84,Supply Flow Calculation,Air Flow Calculation,Analog Value,4,RM-B102C,Return Fan,4,AHU -> Return Fan,EBU3B,
505_2_3026067,505,2,3026067,,,,EBU3B.AH1-1.SF1-F,NAE 05 Programming AH 1 FLOW SENSOR CALC SF 1 SUPPLY FLOW,Supply Fan 1 Flow,84,Supply Flow Calculation,Air Flow Calculation,Analog Value,1,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_2_3026069,505,2,3026069,,,,EBU3B.AH1-1.SF2-F,NAE 05 Programming AH 1 FLOW SENSOR CALC SF 2 SUPPLY FLOW,Supply Fan 2 Flow,84,Supply Flow Calculation,Air Flow Calculation,Analog Value,2,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_2_3026071,505,2,3026071,,,,EBU3B.AH1-1.SF3-F,NAE 05 Programming AH 1 FLOW SENSOR CALC SF 3 SUPPLY FLOW,Supply Fan 3 Flow,84,Supply Flow Calculation,Air Flow Calculation,Analog Value,3,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_2_3026073,505,2,3026073,,,,EBU3B.AH1-1.SF4-F,NAE 05 Programming AH 1 FLOW SENSOR CALC SF 4 SUPPLY FLOW,Supply Fan 4 Flow,84,Supply Flow Calculation,Air Flow Calculation,Analog Value,4,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
506_3_3002910,506,3,3002910,,,,EBU3B.RM-3154..T-OCC,NAE 06 N2 2 VMA103 T OCC,Temp Occ Sts,,Temporary Occupancy Status,Temporary Occupancy Status,Binary Input,,Rm-3154,VAV,3154,,EBU3B,
505_3_3015290,505,3,3015290,,,,EBU3B.CRAC-1.HUMD-PAN,NAE 05 N2 2 VND 162 HUMD PAN,No Water In Humidifier Pan,,No Water In Humidifier Pan,Water Low Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015354,505,3,3015354,,,,EBU3B.CRAC-2.HUMD-PAN,NAE 05 N2 2 VND 163 HUMD PAN,No Water In Humidifier Pan,,No Water In Humidifier Pan,Water Low Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015226,505,3,3015226,,,,EBU3B.CRAC-3.HUMD-PAN,NAE 05 N2 2 VND 161 HUMD PAN,No Water In Humidifier Pan,,No Water In Humidifier Pan,Water Low Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015162,505,3,3015162,,,,EBU3B.CRAC-4.HUMD-PAN,NAE 05 N2 2 VND 160 HUMD PAN,No Water In Humidifier Pan,,No Water In Humidifier Pan,Water Low Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3015297,505,3,3015297,,,,EBU3B.CRAC-1.LOSS-H2O,NAE 05 N2 2 VND 162 LOSS H2O,Loss Of Water,,Loss Of Water,Water Loss Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_3_3015361,505,3,3015361,,,,EBU3B.CRAC-2.LOSS-H2O,NAE 05 N2 2 VND 163 LOSS H2O,Loss Of Water,,Loss Of Water,Water Loss Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_3_3015233,505,3,3015233,,,,EBU3B.CRAC-3.LOSS-H2O,NAE 05 N2 2 VND 161 LOSS H2O,Loss Of Water,,Loss Of Water,Water Loss Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_3_3015169,505,3,3015169,,,,EBU3B.CRAC-4.LOSS-H2O,NAE 05 N2 2 VND 160 LOSS H2O,Loss Of Water,,Loss Of Water,Water Loss Alarm,Binary Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
505_3_3000061,505,3,3000061,,,,EBU3B.HW-SYS.HX1-ES,NAE 05 N2 1 DX 12 HX1 ES,HX1 ISO VLV STS,,Heat Exchanger Valve Status,Valve Status,Binary Input,1,RM-B102C,Hot Water System,0,HW-SYS -> Heat Exchanger,EBU3B,
505_3_3000062,505,3,3000062,,,,EBU3B.HW-SYS.HX2-ES,NAE 05 N2 1 DX 12 HX2 ES,HX2 ISO VLV STS,,Heat Exchanger Valve Status,Valve Status,Binary Input,2,RM-B102C,Hot Water System,0,HW-SYS -> Heat Exchanger,EBU3B,
505_3_3015272,505,3,3015272,,,,EBU3B.CRAC-1.ECONOCYC,NAE 05 N2 2 VND 162 ECONOCYC,Econ-O-Cycle On-Off,,Econ-O-Cycle On-Off,Unknown,Binary Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
