Unique Identifier,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,BACnet Type Str,Ground Truth Point Type,Schema Label,Location,Equipment Type,Equipment Ref,Equipment Subsystems
510_3_3013782,biolib 2ndfl rm 220 tocc s,nae 10 n2 2 vma111 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 220,vav thermostat
510_3_3013996,biolib 2ndfl rm 221a tocc s,nae 10 n2 2 vma122 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 221a,vav thermostat
510_3_3014016,biolib 2ndfl rm 221b tocc s,nae 10 n2 2 vma123 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 221b,vav thermostat
510_3_3013763,biolib 2ndfl rm 221c tocc s,nae 10 n2 2 vma110 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 221c,vav thermostat
510_3_3013666,biolib 2ndfl rm 223 tocc s,nae 10 n2 2 vma105 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 223,vav thermostat
510_3_3013646,biolib 2ndfl rm 224 tocc s,nae 10 n2 2 vma104 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 224,vav thermostat
510_3_3013802,biolib 2ndfl rm 225 tocc s,nae 10 n2 2 vma112 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 225,vav thermostat
510_3_3013842,biolib 2ndfl rm 226 tocc s,nae 10 n2 2 vma114 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 226,vav thermostat
510_3_3013862,biolib 2ndfl rm 227 tocc s,nae 10 n2 2 vma115 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 227,vav thermostat
510_3_3013903,biolib 2ndfl rm 228 tocc s,nae 10 n2 2 vma117 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 228,vav thermostat
510_3_3013923,biolib 2ndfl rm 229 tocc s,nae 10 n2 2 vma118 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 229,vav thermostat
510_3_3013944,biolib 2ndfl rm 230 tocc s,nae 10 n2 2 vma119 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 230,vav thermostat
510_3_3013822,biolib 2ndfl rm 231a tocc s,nae 10 n2 2 vma113 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 231a,vav thermostat
510_3_3013883,biolib 2ndfl rm 231b tocc s,nae 10 n2 2 vma116 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 231b,vav thermostat
510_3_3014602,biolib 2ndfl rm 232a tocc s,nae 10 n2 2 vma154 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 232a,vav thermostat
510_3_3014638,biolib 2ndfl rm 232b tocc s,nae 10 n2 2 vma156 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 232b,vav thermostat
510_3_3013960,biolib 2ndfl rm 232c tocc s,nae 10 n2 2 vma120 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 232c,vav thermostat
510_3_3013976,biolib 2ndfl rm 232d tocc s,nae 10 n2 2 vma121 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 232d,vav thermostat
510_3_3014048,biolib 2ndfl rm 233a tocc s,nae 10 n2 2 vma125 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 233a,vav thermostat
510_3_3014032,biolib 2ndfl rm 233b tocc s,nae 10 n2 2 vma124124 tocc s,temp occ,,binary input,temporary occupancy,temporary occupancy status,,vav,rm 233b,vav thermostat
510_1_3005286,biolib ac 12 bbst db,nae 10 n2 1 ahu001 bbst db,bbst db,95.0,analog output,unknown,unknown,,hvac,ac 12,
510_1_3005285,biolib ac 12 bbst pb,nae 10 n2 1 ahu001 bbst pb,bbst pb,95.0,analog output,unknown,unknown,,hvac,ac 12,
510_1_3005283,biolib ac 12 bbst sp,nae 10 n2 1 ahu001 bbst sp,bbst sp,95.0,analog output,unknown,unknown,,hvac,ac 12,
510_1_3005284,biolib ac 12 bbst ti,nae 10 n2 1 ahu001 bbst ti,bbst ti,95.0,analog output,unknown,unknown,,hvac,ac 12,
510_0_3005242,biolib ac 12 bsmt bst,nae 10 n2 1 ahu001 bsmt bst,bsmnt bst,95.0,analog input,unknown,unknown,,hvac,ac 12,
510_1_3005290,biolib ac 12 dbst db,nae 10 n2 1 ahu001 dbst db,dbst db,95.0,analog output,unknown,unknown,,ahu,ac 12,
510_1_3005289,biolib ac 12 dbst pb,nae 10 n2 1 ahu001 dbst pb,dbst pb,95.0,analog output,unknown,unknown,,ahu,ac 12,
510_1_3005287,biolib ac 12 dbst sp,nae 10 n2 1 ahu001 dbst sp,dbst sp,95.0,analog output,unknown,unknown,,ahu,ac 12,
510_1_3005288,biolib ac 12 dbst ti,nae 10 n2 1 ahu001 dbst ti,dbst ti,95.0,analog output,unknown,unknown,,ahu,ac 12,
510_3_3005253,biolib ac 12 id3intrl,nae 10 n2 1 ahu001 id3intrl,id3intrlk,,binary input,unknown,unknown,,ahu,ac 12,
510_0_3005297,biolib ac 13 lib bst,nae 10 n2 1 ahu002 lib bst,lib bst,58.0,analog input,unknown,unknown,,ahu,ac 13,
510_1_3006194,biolib ac 15 bst pid,nae 10 n2 2 dx001 bst pid,,98.0,analog output,unknown,unknown,,ahu,ac 15,
510_3_3006202,biolib ac 15 edmpovd,nae 10 n2 2 dx001 edmpovd,,,binary input,unknown,unknown,,ahu,ac 15,
510_1_3006195,biolib ac 15 elcrm pb,nae 10 n2 2 dx001 elcrm pb,,98.0,analog output,unknown,unknown,,ahu,ac 15,
510_1_3006198,biolib ac 15 elcrm pi,nae 10 n2 2 dx001 elcrm pi,,98.0,analog output,unknown,unknown,,ahu,ac 15,
510_0_3007641,dean bst,nae 10 n2 1 ahu001 bean bst,,58.0,analog input,unknown,unknown,,ahu,,
510_3_3013174,fsd ac12 return at grid 9a 6 on m114,nae 10 n2 1 vma120 fsd2 sts,wired to rm 103 bi 2,,binary input,unknown,unknown,,fire smoke damper,ac 12,
510_3_3013270,fsd ac12 return at grid 9d 5 on m114,nae 10 n2 1 vma125 fsd2 sts,wired to rm 102 bi 2,,binary input,unknown,unknown,,fire smoke damper,ac 12,
510_3_3012922,fsd ac12 supply at grid 1 5d 2 on m113,nae 10 n2 1 vma105 fsd2 sts,wired to rm 205 bi 2,,binary input,unknown,unknown,,fire smoke damper,ac 12,
510_3_3013176,fsd ac12 supply at grid 9b 1 on m114,nae 10 n2 1 vma120 fsd3 sts,wired to rm 103 bi 3,,binary input,unknown,unknown,,fire smoke damper,ac 12,
510_3_3012902,fsd ac13 return at grid 1 5b 6 on m113,nae 10 n2 1 vma104 fsd2 sts,wired to rm 204 bi 2,,binary input,unknown,unknown,,fire smoke damper,ac 13,
510_3_3012942,fsd ac13 supply at grid 1 5e on m113,nae 10 n2 1 vma106 fsd2 sts,wired to rm 206 bi 2,,binary input,unknown,unknown,,fire smoke damper,ac 13,
510_3_3014221,fsd ac15 return at grid 5 6f 7 on m115,nae 10 n2 2 vma134 fsd3 sts,wired to rm 138j bi 3,,binary input,unknown,unknown,,fire smoke damper,ac 15,
510_3_3013697,fsd ac15 return at grid 5 7f 7 on m119,nae 10 n2 2 vma107 fsd3 sts,wired to rm 216 bi 3,,binary input,unknown,unknown,,fire smoke damper,ac 15,
510_3_3014279,fsd ac15 return at grid 5 7g 1 on m115,nae 10 n2 2 vma137 fsd3 sts,wired to rm 125 bi 3,,binary input,unknown,unknown,,fire smoke damper,ac 15,
510_3_3013582,fsd ac15 supply at grid 5 2g 2 on m119,nae 10 n2 2 vma101 fsd3 sts,wired to rm 208 bi 3,,binary input,unknown,unknown,,fire smoke damper,ac 15,
510_3_3014201,fsd ac15 supply at grid 5 2g 4 on m115,nae 10 n2 2 vma133 fsd3 sts,wired to rm 119 bi 3,,binary input,unknown,unknown,,fire smoke damper,ac 15,
510_3_3014219,fsd ac15 supply at grid 5 4f 7 on m115,nae 10 n2 2 vma134 fsd2 sts,wired to rm 138j bi 2,,binary input,unknown,unknown,,fire smoke damper,,
510_3_3012862,fsd exhaust at grid 1c on m117,nae 10 n2 1 vma102 fsd2 sts,wired to rm 203 bi 2,,binary input,unknown,unknown,,fire smoke damper,,
510_3_3013855,fsd exhaust by ef 2 at grid 4 4j 1 on m119,nae 10 n2 2 vma115 fsd3 sts,wired to rm 227 bi 3,,binary input,unknown,unknown,,fire smoke damper,ef 2,
510_3_3013580,fsd exhaust by ef 3 at grid 5f on m119,nae 10 n2 2 vma101 fsd2 sts,wired to rm 208 bi 2,,binary input,unknown,unknown,,fire smoke damper,ef 3,
510_3_3014199,fsd exhaust by ef3 at grid 5 4f 5 on m115,nae 10 n2 2 vma133 fsd2 sts,wired to rm 119 bi 2,,binary input,unknown,unknown,,fire smoke damper,ef 3,
510_3_3014277,fsd rm 122 exhaust at grid 5 7g 3 on m115,nae 10 n2 2 vma137 fsd2 sts,wired to rm 125 bi 2,,binary input,unknown,unknown,,fire smoke damper,rm 122,
510_3_3012884,fsd rm 201 rm 203 group study,nae 10 n2 1 vma103 fsd3 sts,wired to rm 111 bi 3,,binary input,unknown,unknown,,fire smoke damper,rm 201 rm 203,
510_3_3012882,fsd rm 204 group study,nae 10 n2 1 vma103 fsd2 sts,wired to rm 111 bi 2,,binary input,unknown,unknown,,fire smoke damper,rm 204,
510_3_3012864,fsd rm 205 monograph north linear at grid 1b on m117,nae 10 n2 1 vma102 fsd3 sts,wired to rm 203 bi 3,,binary input,unknown,unknown,,fire smoke damper,rm 205,
510_3_3012842,fsd rm 207 group study,nae 10 n2 1 vma101 fsd2 sts,wired to rm 201 bi 2,,binary input,unknown,unknown,,fire smoke damper,rm 207,
510_3_3013695,fsd rm 210 exhaust at grid 5 5f 5 on m119,nae 10 n2 2 vma107 fsd2 sts,wired to rm 216 bi 2,,binary input,unknown,unknown,,fire smoke damper,rm 210,
510_3_3013714,fsd rm 213 exhaust at grid 5 8g 1 on m119,nae 10 n2 2 vma108 fsd2 sts,wired to rm 210 bi 2,,binary input,unknown,unknown,,fire smoke damper,rm 213,
510_3_3014553,fsd supply for rm 232a at grid 2 7m 2 on m116,nae 10 n2 2 vma152 fsd2 sts,wired to rm 142a bi 2,,binary input,unknown,unknown,,fire smoke damper,rm 232a,
510_3_3014555,fsd supply for rm 232a at grid 2 7m 5 on m116,nae 10 n2 2 vma152 fsd3 sts,wired to rm 142a bi 3,,binary input,unknown,unknown,,fire smoke damper,rm 232a,
510_3_3014575,fsd supply for rm 232a at grid 2 7m 8 on m116,nae 10 n2 2 vma153 fsd3 sts,wired to rm 142b bi 3,,binary input,unknown,unknown,,fire smoke damper,rm 232a,
510_3_3014573,fsd supply for rm 232a at grid 2 7n 2 on m116,nae 10 n2 2 vma153 fsd2 sts,wired to rm 142b bi 2,,binary input,unknown,unknown,,fire smoke damper,rm 232a,
510_3_3014595,fsd supply for rm 232a at grid 2 7n 5 on m116,nae 10 n2 2 vma154 fsd3 sts,wired to rm 232a bi 3,,binary input,unknown,unknown,,fire smoke damper,rm 232a,
510_3_3014593,fsd supply for rm 232b at grid 2 9n 5 on m116,nae 10 n2 2 vma154 fsd2 sts,wired to rm 232a bi 2,,binary input,unknown,unknown,,fire smoke damper,rm 232b,
510_3_3014615,fsd supply for rm 232b at grid 3 2n 5 on m116,nae 10 n2 2 vma155 fsd3 sts,wired to rm 142c bi 3,,binary input,unknown,unknown,,fire smoke damper,rm 232b,
510_3_3014613,fsd supply for rm 232b at grid 4n 5 on m116,nae 10 n2 2 vma155 fsd2 sts,wired to rm 142c bi 2,,binary input,unknown,unknown,,fire smoke damper,rm 232b,
510_3_3013272,fsds 1rst flr ac12 supply at grid 9d 7 on m114 and 2nd flr grand reading rm at grid 9d 5 on m118,nae 10 n2 1 vma125 fsd3 sts,wired to rm 102 bi 3,,binary input,unknown,unknown,,fire smoke damper,ac 12,
510_3_3012944,fsds ac12 return at grid 1 5d 4 and 1 5d 7 on m113,nae 10 n2 1 vma106 fsd3 sts,wired to rm 206 bi 3,,binary input,unknown,unknown,,fire smoke damper,ac 12,
510_3_3012904,fsds exhaust at grid 1e and rm 205 monograph south linear at grid 1d on m117,nae 10 n2 1 vma104 fsd3 sts,wired to rm 204 bi 3,,binary input,unknown,unknown,,fire smoke damper,rm 205,
510_1_3012760,biolib 1stfl rm 100 unocmnc sp,nae 10 n2 1 vma127 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 100,
510_1_3012769,biolib 1stfl rm 100n unocmnc sp,nae 10 n2 1 vma119 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 100n,
510_1_3012778,biolib 1stfl rm 100s unocmnc sp,nae 10 n2 1 vma126 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 100s,
510_1_3012772,biolib 1stfl rm 101n unocmnc sp,nae 10 n2 1 vma121 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 101n,
510_1_3012739,biolib 1stfl rm 101s unocmnc sp,nae 10 n2 1 vma122 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 101s,
510_1_3012742,biolib 1stfl rm 102 unocmnc sp,nae 10 n2 1 vma125 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 102,
510_1_3012754,biolib 1stfl rm 103 unocmnc sp,nae 10 n2 1 vma120 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 103,
510_1_3012799,biolib 1stfl rm 104a unocmnc sp,nae 10 n2 1 vma115 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 104a,
510_1_3012781,biolib 1stfl rm 104b unocmnc sp,nae 10 n2 1 vma108 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 104b,
510_1_3012766,biolib 1stfl rm 104c unocmnc sp,nae 10 n2 1 vma111 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 104c,
510_1_3012745,biolib 1stfl rm 105 unocmnc sp,nae 10 n2 1 vma118 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 105,
510_1_3012775,biolib 1stfl rm 106 unocmnc sp,nae 10 n2 1 vma117 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 106,
510_1_3012751,biolib 1stfl rm 107 unocmnc sp,nae 10 n2 1 vma116 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 107,
510_1_3012790,biolib 1stfl rm 108 unocmnc sp,nae 10 n2 1 vma114 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 108,
510_1_3012757,biolib 1stfl rm 109 unocmnc sp,nae 10 n2 1 vma113 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 109,
510_1_3012796,biolib 1stfl rm 110 unocmnc sp,nae 10 n2 1 vma112 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 110,
510_1_3012784,biolib 1stfl rm 111 unocmnc sp,nae 10 n2 1 vma103 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 111,
510_1_3012763,biolib 1stfl rm 114 unocmnc sp,nae 10 n2 1 vma107 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 114,
510_1_3012787,biolib 1stfl rm 115 unocmnc sp,nae 10 n2 1 vma109 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 115,
510_1_3012793,biolib 1stfl rm 116 unocmnc sp,nae 10 n2 1 vma128 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 116,
510_1_3012802,biolib 1stfl rm 117 unocmnc sp,nae 10 n2 1 vma129 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 117,
510_1_3013441,biolib 1stfl rm 117b unocmnc sp,nae 10 n2 2 vma143 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 117b,
510_1_3012748,biolib 1stfl rm 118 unocmnc sp,nae 10 n2 1 vma130 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 118,
510_1_3013490,biolib 1stfl rm 119 unocmnc sp,nae 10 n2 2 vma133 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 119,
510_1_3013470,biolib 1stfl rm 121 unocmnc sp,nae 10 n2 2 vma141 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 121,
510_1_3013438,biolib 1stfl rm 123 unocmnc sp,nae 10 n2 2 vma142 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 123,
510_1_3013459,biolib 1stfl rm 125 unocmnc sp,nae 10 n2 2 vma137 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 125,
510_1_3013417,biolib 1stfl rm 128 unocmnc sp,nae 10 n2 2 vma139 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 128,
510_1_3013429,biolib 1stfl rm 131 unocmnc sp,nae 10 n2 2 vma150 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 131,
510_1_3013496,biolib 1stfl rm 133 unocmnc sp,nae 10 n2 2 vma132 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 133,
510_1_3013467,biolib 1stfl rm 134 unocmnc sp,nae 10 n2 2 vma151 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 134,
510_1_3013423,biolib 1stfl rm 135 unocmnc sp,nae 10 n2 2 vma129 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 135,
510_1_3013411,biolib 1stfl rm 137 unocmnc sp,nae 10 n2 2 vma126 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 137,
510_1_3013414,biolib 1stfl rm 138a unocmnc sp,nae 10 n2 2 vma127 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 138a,
510_1_3013450,biolib 1stfl rm 138b unocmnc sp,nae 10 n2 2 vma128 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 138b,
510_1_3013475,biolib 1stfl rm 138c unocmnc sp,nae 10 n2 2 vma131 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 138c,
510_1_3013435,biolib 1stfl rm 138d unocmnc sp,nae 10 n2 2 vma130 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 138d,
510_1_3013472,biolib 1stfl rm 138e unocmnc sp,nae 10 n2 2 vma140 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 138e,
510_1_3013487,biolib 1stfl rm 138f unocmnc sp,nae 10 n2 2 vma138 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 138f,
510_1_3013447,biolib 1stfl rm 138g unocmnc sp,nae 10 n2 2 vma136 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 138g,
510_1_3013464,biolib 1stfl rm 138h unocmnc sp,nae 10 n2 2 vma135 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 138h,
510_1_3013426,biolib 1stfl rm 138j unocmnc sp,nae 10 n2 2 vma134 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 138j,
510_1_3013478,biolib 1stfl rm 139 unocmnc sp,nae 10 n2 2 vma157 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 139,
510_1_3013453,biolib 1stfl rm 140 unocmnc sp,nae 10 n2 2 vma158 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 140,
510_1_3012832,biolib 1stfl rm 141 unocmnc sp,nae 10 n2 1 vma123 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 141,
510_1_3013456,biolib 1stfl rm 141a unocmnc sp,nae 10 n2 2 vma144 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 141a,
510_1_3013432,biolib 1stfl rm 141c unocmnc sp,nae 10 n2 2 vma147 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 141c,
510_1_3013444,biolib 1stfl rm 141d unocmnc sp,nae 10 n2 2 vma146 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 141d,
510_1_3013493,biolib 1stfl rm 141e unocmnc sp,nae 10 n2 2 vma148 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 141e,
510_1_3013484,biolib 1stfl rm 141f unocmnc sp,nae 10 n2 2 vma149 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 141f,
510_1_3013461,biolib 1stfl rm 142a unocmnc sp,nae 10 n2 2 vma152 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 142a,
510_1_3013481,biolib 1stfl rm 142b unocmnc sp,nae 10 n2 2 vma153 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 142b,
510_1_3013420,biolib 1stfl rm 142c unocmnc sp,nae 10 n2 2 vma155 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 142c,
510_1_3012823,biolib 2ndfl rm 200e unocmnc sp,nae 10 n2 1 vma124 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 200e,
510_1_3012820,biolib 2ndfl rm 201 unocmnc sp,nae 10 n2 1 vma101 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 201,
510_1_3012817,biolib 2ndfl rm 203 unocmnc sp,nae 10 n2 1 vma102 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 203,
510_1_3012814,biolib 2ndfl rm 204 unocmnc sp,nae 10 n2 1 vma104 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 204,
510_1_3012811,biolib 2ndfl rm 205 unocmnc sp,nae 10 n2 1 vma105 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 205,
510_1_3012808,biolib 2ndfl rm 206 unocmnc sp,nae 10 n2 1 vma106 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 206,
510_1_3012805,biolib 2ndfl rm 207 unocmnc sp,nae 10 n2 1 vma110 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 207,
510_1_3013502,biolib 2ndfl rm 208 unocmnc sp,nae 10 n2 2 vma101 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 208,
510_1_3013564,biolib 2ndfl rm 210 unocmnc sp,nae 10 n2 2 vma108 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 210,
510_1_3013409,biolib 2ndfl rm 212 unocmnc sp,nae 10 n2 2 vma102 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 212,
510_1_3013546,biolib 2ndfl rm 214 unocmnc sp,nae 10 n2 2 vma103 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 214,
510_1_3013508,biolib 2ndfl rm 216 unocmnc sp,nae 10 n2 2 vma107 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 216,
510_1_3013543,biolib 2ndfl rm 217 unocmnc sp,nae 10 n2 2 vma109 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 217,
510_1_3013567,biolib 2ndfl rm 218 unocmnc sp,nae 10 n2 2 vma106 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 218,
510_1_3013406,biolib 2ndfl rm 220 unocmnc sp,nae 10 n2 2 vma111 unocmnc sp,unoccupied clg min,84.0,analog output,unoccupied cooling minimum flow,unoccupied cooling min discharge air flow setpoint,,vav,rm 220,
