Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
506_0_3001097,506,0,3001097,ebu3b rm 3260 sup flow,nae 06 n2 1 vma179 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3260,vav,3260,,ebu3b,,analog input
506_0_3002796,506,0,3002796,ebu3b rm 4144 sup flow,nae 06 n2 2 vma179 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 4144,vav,4144,,ebu3b,,analog input
506_1_3001098,506,1,3001098,ebu3b rm 3260 rh vlv,nae 06 n2 1 vma179 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3260,vav,3260,,ebu3b,,analog output
506_1_3002797,506,1,3002797,ebu3b rm 4144 rh vlv,nae 06 n2 2 vma179 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 4144,vav,4144,,ebu3b,,analog output
506_1_3001104,506,1,3001104,ebu3b rm 3260 htgflow,nae 06 n2 1 vma179 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3260,vav,3260,,ebu3b,,analog output
506_1_3002803,506,1,3002803,ebu3b rm 4144 htgflow,nae 06 n2 2 vma179 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 4144,vav,4144,,ebu3b,,analog output
506_0_3001095,506,0,3001095,ebu3b rm 3260 acthtgsp,nae 06 n2 1 vma179 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3260,vav,3260,,ebu3b,,analog input
506_0_3002794,506,0,3002794,ebu3b rm 4144 acthtgsp,nae 06 n2 2 vma179 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 4144,vav,4144,,ebu3b,,analog input
506_0_3001094,506,0,3001094,ebu3b rm 3260 actclgsp,nae 06 n2 1 vma179 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3260,vav,3260,,ebu3b,,analog input
506_0_3002793,506,0,3002793,ebu3b rm 4144 actclgsp,nae 06 n2 2 vma179 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 4144,vav,4144,,ebu3b,,analog input
506_1_3001103,506,1,3001103,ebu3b rm 3260 clgminflo,nae 06 n2 1 vma179 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3260,vav,3260,,ebu3b,,analog output
506_1_3002802,506,1,3002802,ebu3b rm 4144 clgminflo,nae 06 n2 2 vma179 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 4144,vav,4144,,ebu3b,,analog output
506_3_3005880,506,3,3005880,ebu3b rm 4144 occsen sts,nae 06 n2 2 vma179 occsen sts,occupancy sensor,,occupancy sensor,occupancy sensor,,rm 4144,vav,4144,,ebu3b,,binary input
506_14_3001110,506,14,3001110,ebu3b rm 3260 occ cmd,nae 06 n2 1 vma179 occ cmd,occupied command,,occupancy command,occupied command,,rm 3260,vav,3260,,ebu3b,,multi state output
506_14_3002809,506,14,3002809,ebu3b rm 4144 occ cmd,nae 06 n2 2 vma179 occ cmd,occupied command,,occupancy command,occupied command,,rm 4144,vav,4144,,ebu3b,,multi state output
506_1_3001106,506,1,3001106,ebu3b rm 3260 htgpid o,nae 06 n2 1 vma179 htgpid o,heating command,98.0,heating command,heating command,,rm 3260,vav,3260,,ebu3b,,analog output
506_1_3002805,506,1,3002805,ebu3b rm 4144 htgpid o,nae 06 n2 2 vma179 htgpid o,heating command,98.0,heating command,heating command,,rm 4144,vav,4144,,ebu3b,,analog output
506_0_3001096,506,0,3001096,ebu3b rm 3260 dmpr pos,nae 06 n2 1 vma179 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3260,vav,3260,,ebu3b,,analog input
506_0_3002795,506,0,3002795,ebu3b rm 4144 dmpr pos,nae 06 n2 2 vma179 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 4144,vav,4144,,ebu3b,,analog input
506_1_3001100,506,1,3001100,ebu3b rm 3260 dpr c,nae 06 n2 1 vma179 dpr c,damper command,98.0,damper command,damper command,,rm 3260,vav,3260,,ebu3b,,analog output
506_1_3002799,506,1,3002799,ebu3b rm 4144 dpr c,nae 06 n2 2 vma179 dpr c,damper command,98.0,damper command,damper command,,rm 4144,vav,4144,,ebu3b,,analog output
506_1_3001102,506,1,3001102,ebu3b rm 3260 clgmaxflo,nae 06 n2 1 vma179 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 3260,vav,3260,,ebu3b,,analog output
506_1_3002801,506,1,3002801,ebu3b rm 4144 clgmaxflo,nae 06 n2 2 vma179 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 4144,vav,4144,,ebu3b,,analog output
506_1_3001105,506,1,3001105,ebu3b rm 3260 clgpid o,nae 06 n2 1 vma179 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 3260,vav,3260,,ebu3b,,analog output
506_1_3002804,506,1,3002804,ebu3b rm 4144 clgpid o,nae 06 n2 2 vma179 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 4144,vav,4144,,ebu3b,,analog output
506_0_3001112,506,0,3001112,ebu3b rm 3262 zn t,nae 06 n2 1 vma180 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 3262,vav,3262,,ebu3b,,analog input
506_0_3002811,506,0,3002811,ebu3b rm 4142 zn t,nae 06 n2 2 vma180 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 4142,vav,4142,,ebu3b,,analog input
506_3_3001128,506,3,3001128,ebu3b rm 3262 t occ,nae 06 n2 1 vma180 t occ,temp occ sts,,temporary occupancy status,temporary occupancy status,,rm 3262,vav,3262,,ebu3b,,binary input
506_3_3002827,506,3,3002827,ebu3b rm 4142 t occ,nae 06 n2 2 vma180 t occ,temp occ sts,,temporary occupancy status,temporary occupancy status,,rm 4142,vav,4142,,ebu3b,,binary input
506_1_3001120,506,1,3001120,ebu3b rm 3262 commonsp,nae 06 n2 1 vma180 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3002819,506,1,3002819,ebu3b rm 4142 commonsp,nae 06 n2 2 vma180 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 4142,vav,4142,,ebu3b,,analog output
506_1_3015692,506,1,3015692,ebu3b rm 3262 w c adj,nae 06 n2 1 vma180 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3015800,506,1,3015800,ebu3b rm 4142 w c adj,nae 06 n2 2 vma180 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 4142,vav,4142,,ebu3b,,analog output
506_1_3001122,506,1,3001122,ebu3b rm 3262 supflo sp,nae 06 n2 1 vma180 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3002821,506,1,3002821,ebu3b rm 4142 supflo sp,nae 06 n2 2 vma180 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 4142,vav,4142,,ebu3b,,analog output
506_0_3001118,506,0,3001118,ebu3b rm 3262 sup flow,nae 06 n2 1 vma180 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3262,vav,3262,,ebu3b,,analog input
506_0_3002817,506,0,3002817,ebu3b rm 4142 sup flow,nae 06 n2 2 vma180 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 4142,vav,4142,,ebu3b,,analog input
506_1_3001119,506,1,3001119,ebu3b rm 3262 rh vlv,nae 06 n2 1 vma180 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3002818,506,1,3002818,ebu3b rm 4142 rh vlv,nae 06 n2 2 vma180 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 4142,vav,4142,,ebu3b,,analog output
506_1_3001125,506,1,3001125,ebu3b rm 3262 htgflow,nae 06 n2 1 vma180 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3002824,506,1,3002824,ebu3b rm 4142 htgflow,nae 06 n2 2 vma180 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 4142,vav,4142,,ebu3b,,analog output
506_0_3001116,506,0,3001116,ebu3b rm 3262 acthtgsp,nae 06 n2 1 vma180 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3262,vav,3262,,ebu3b,,analog input
506_0_3002815,506,0,3002815,ebu3b rm 4142 acthtgsp,nae 06 n2 2 vma180 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 4142,vav,4142,,ebu3b,,analog input
506_0_3001115,506,0,3001115,ebu3b rm 3262 actclgsp,nae 06 n2 1 vma180 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3262,vav,3262,,ebu3b,,analog input
506_0_3002814,506,0,3002814,ebu3b rm 4142 actclgsp,nae 06 n2 2 vma180 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 4142,vav,4142,,ebu3b,,analog input
506_1_3001124,506,1,3001124,ebu3b rm 3262 clgminflo,nae 06 n2 1 vma180 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3002823,506,1,3002823,ebu3b rm 4142 clgminflo,nae 06 n2 2 vma180 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 4142,vav,4142,,ebu3b,,analog output
506_14_3001131,506,14,3001131,ebu3b rm 3262 occ cmd,nae 06 n2 1 vma180 occ cmd,occupied command,,occupancy command,occupied command,,rm 3262,vav,3262,,ebu3b,,multi state output
506_14_3002830,506,14,3002830,ebu3b rm 4142 occ cmd,nae 06 n2 2 vma180 occ cmd,occupied command,,occupancy command,occupied command,,rm 4142,vav,4142,,ebu3b,,multi state output
506_1_3001127,506,1,3001127,ebu3b rm 3262 htgpid o,nae 06 n2 1 vma180 htgpid o,heating command,98.0,heating command,heating command,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3002826,506,1,3002826,ebu3b rm 4142 htgpid o,nae 06 n2 2 vma180 htgpid o,heating command,98.0,heating command,heating command,,rm 4142,vav,4142,,ebu3b,,analog output
506_0_3001117,506,0,3001117,ebu3b rm 3262 dmpr pos,nae 06 n2 1 vma180 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3262,vav,3262,,ebu3b,,analog input
506_0_3002816,506,0,3002816,ebu3b rm 4142 dmpr pos,nae 06 n2 2 vma180 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 4142,vav,4142,,ebu3b,,analog input
506_1_3001121,506,1,3001121,ebu3b rm 3262 dpr c,nae 06 n2 1 vma180 dpr c,damper command,98.0,damper command,damper command,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3002820,506,1,3002820,ebu3b rm 4142 dpr c,nae 06 n2 2 vma180 dpr c,damper command,98.0,damper command,damper command,,rm 4142,vav,4142,,ebu3b,,analog output
506_1_3001123,506,1,3001123,ebu3b rm 3262 clgmaxflo,nae 06 n2 1 vma180 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3002822,506,1,3002822,ebu3b rm 4142 clgmaxflo,nae 06 n2 2 vma180 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 4142,vav,4142,,ebu3b,,analog output
506_1_3001126,506,1,3001126,ebu3b rm 3262 clgpid o,nae 06 n2 1 vma180 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 3262,vav,3262,,ebu3b,,analog output
506_1_3002825,506,1,3002825,ebu3b rm 4142 clgpid o,nae 06 n2 2 vma180 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 4142,vav,4142,,ebu3b,,analog output
506_0_3001133,506,0,3001133,ebu3b rm 3203 zn t,nae 06 n2 1 vma181 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 3203,vav,3203,,ebu3b,,analog input
506_0_3002832,506,0,3002832,ebu3b rm 4128 zn t,nae 06 n2 2 vma181 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 4128,vav,4128,,ebu3b,,analog input
506_1_3001141,506,1,3001141,ebu3b rm 3203 commonsp,nae 06 n2 1 vma181 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3002840,506,1,3002840,ebu3b rm 4128 commonsp,nae 06 n2 2 vma181 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 4128,vav,4128,,ebu3b,,analog output
506_1_3015712,506,1,3015712,ebu3b rm 3203 w c adj,nae 06 n2 1 vma181 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3015801,506,1,3015801,ebu3b rm 4128 w c adj,nae 06 n2 2 vma181 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 4128,vav,4128,,ebu3b,,analog output
506_1_3001143,506,1,3001143,ebu3b rm 3203 supflo sp,nae 06 n2 1 vma181 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3002842,506,1,3002842,ebu3b rm 4128 supflo sp,nae 06 n2 2 vma181 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 4128,vav,4128,,ebu3b,,analog output
506_0_3001139,506,0,3001139,ebu3b rm 3203 sup flow,nae 06 n2 1 vma181 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3203,vav,3203,,ebu3b,,analog input
506_0_3002838,506,0,3002838,ebu3b rm 4128 sup flow,nae 06 n2 2 vma181 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 4128,vav,4128,,ebu3b,,analog input
506_1_3001140,506,1,3001140,ebu3b rm 3203 rh vlv,nae 06 n2 1 vma181 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3002839,506,1,3002839,ebu3b rm 4128 rh vlv,nae 06 n2 2 vma181 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 4128,vav,4128,,ebu3b,,analog output
506_1_3001146,506,1,3001146,ebu3b rm 3203 htgflow,nae 06 n2 1 vma181 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3002845,506,1,3002845,ebu3b rm 4128 htgflow,nae 06 n2 2 vma181 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 4128,vav,4128,,ebu3b,,analog output
506_0_3001137,506,0,3001137,ebu3b rm 3203 acthtgsp,nae 06 n2 1 vma181 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3203,vav,3203,,ebu3b,,analog input
506_0_3002836,506,0,3002836,ebu3b rm 4128 acthtgsp,nae 06 n2 2 vma181 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 4128,vav,4128,,ebu3b,,analog input
506_0_3001136,506,0,3001136,ebu3b rm 3203 actclgsp,nae 06 n2 1 vma181 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3203,vav,3203,,ebu3b,,analog input
506_0_3002835,506,0,3002835,ebu3b rm 4128 actclgsp,nae 06 n2 2 vma181 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 4128,vav,4128,,ebu3b,,analog input
506_1_3001145,506,1,3001145,ebu3b rm 3203 clgminflo,nae 06 n2 1 vma181 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3002844,506,1,3002844,ebu3b rm 4128 clgminflo,nae 06 n2 2 vma181 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 4128,vav,4128,,ebu3b,,analog output
506_14_3001151,506,14,3001151,ebu3b rm 3203 occ cmd,nae 06 n2 1 vma181 occ cmd,occupied command,,occupancy command,occupied command,,rm 3203,vav,3203,,ebu3b,,multi state output
506_14_3002850,506,14,3002850,ebu3b rm 4128 occ cmd,nae 06 n2 2 vma181 occ cmd,occupied command,,occupancy command,occupied command,,rm 4128,vav,4128,,ebu3b,,multi state output
506_1_3001148,506,1,3001148,ebu3b rm 3203 htgpid o,nae 06 n2 1 vma181 htgpid o,heating command,98.0,heating command,heating command,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3002847,506,1,3002847,ebu3b rm 4128 htgpid o,nae 06 n2 2 vma181 htgpid o,heating command,98.0,heating command,heating command,,rm 4128,vav,4128,,ebu3b,,analog output
506_0_3001138,506,0,3001138,ebu3b rm 3203 dmpr pos,nae 06 n2 1 vma181 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3203,vav,3203,,ebu3b,,analog input
506_0_3002837,506,0,3002837,ebu3b rm 4128 dmpr pos,nae 06 n2 2 vma181 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 4128,vav,4128,,ebu3b,,analog input
506_1_3001142,506,1,3001142,ebu3b rm 3203 dpr c,nae 06 n2 1 vma181 dpr c,damper command,98.0,damper command,damper command,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3002841,506,1,3002841,ebu3b rm 4128 dpr c,nae 06 n2 2 vma181 dpr c,damper command,98.0,damper command,damper command,,rm 4128,vav,4128,,ebu3b,,analog output
506_1_3001144,506,1,3001144,ebu3b rm 3203 clgmaxflo,nae 06 n2 1 vma181 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3002843,506,1,3002843,ebu3b rm 4128 clgmaxflo,nae 06 n2 2 vma181 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 4128,vav,4128,,ebu3b,,analog output
506_1_3001147,506,1,3001147,ebu3b rm 3203 clgpid o,nae 06 n2 1 vma181 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 3203,vav,3203,,ebu3b,,analog output
506_1_3002846,506,1,3002846,ebu3b rm 4128 clgpid o,nae 06 n2 2 vma181 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 4128,vav,4128,,ebu3b,,analog output
506_0_3001153,506,0,3001153,ebu3b rm 3215 zn t,nae 06 n2 1 vma182 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 3215,vav,3215,,ebu3b,,analog input
506_0_3002852,506,0,3002852,ebu3b rm 4121 zn t,nae 06 n2 2 vma182 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 4121,vav,4121,,ebu3b,,analog input
506_1_3001161,506,1,3001161,ebu3b rm 3215 commonsp,nae 06 n2 1 vma182 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3002860,506,1,3002860,ebu3b rm 4121 commonsp,nae 06 n2 2 vma182 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 4121,vav,4121,,ebu3b,,analog output
506_1_3015687,506,1,3015687,ebu3b rm 3215 w c adj,nae 06 n2 1 vma182 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3015802,506,1,3015802,ebu3b rm 4121 w c adj,nae 06 n2 2 vma182 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 4121,vav,4121,,ebu3b,,analog output
506_1_3001163,506,1,3001163,ebu3b rm 3215 supflo sp,nae 06 n2 1 vma182 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3002862,506,1,3002862,ebu3b rm 4121 supflo sp,nae 06 n2 2 vma182 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 4121,vav,4121,,ebu3b,,analog output
506_0_3001159,506,0,3001159,ebu3b rm 3215 sup flow,nae 06 n2 1 vma182 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3215,vav,3215,,ebu3b,,analog input
506_0_3002858,506,0,3002858,ebu3b rm 4121 sup flow,nae 06 n2 2 vma182 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 4121,vav,4121,,ebu3b,,analog input
506_1_3001160,506,1,3001160,ebu3b rm 3215 rh vlv,nae 06 n2 1 vma182 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3002859,506,1,3002859,ebu3b rm 4121 rh vlv,nae 06 n2 2 vma182 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 4121,vav,4121,,ebu3b,,analog output
506_1_3001166,506,1,3001166,ebu3b rm 3215 htgflow,nae 06 n2 1 vma182 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3002865,506,1,3002865,ebu3b rm 4121 htgflow,nae 06 n2 2 vma182 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 4121,vav,4121,,ebu3b,,analog output
506_0_3001157,506,0,3001157,ebu3b rm 3215 acthtgsp,nae 06 n2 1 vma182 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3215,vav,3215,,ebu3b,,analog input
506_0_3002856,506,0,3002856,ebu3b rm 4121 acthtgsp,nae 06 n2 2 vma182 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 4121,vav,4121,,ebu3b,,analog input
506_0_3001156,506,0,3001156,ebu3b rm 3215 actclgsp,nae 06 n2 1 vma182 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3215,vav,3215,,ebu3b,,analog input
506_0_3002855,506,0,3002855,ebu3b rm 4121 actclgsp,nae 06 n2 2 vma182 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 4121,vav,4121,,ebu3b,,analog input
506_1_3001165,506,1,3001165,ebu3b rm 3215 clgminflo,nae 06 n2 1 vma182 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3002864,506,1,3002864,ebu3b rm 4121 clgminflo,nae 06 n2 2 vma182 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 4121,vav,4121,,ebu3b,,analog output
506_14_3001171,506,14,3001171,ebu3b rm 3215 occ cmd,nae 06 n2 1 vma182 occ cmd,occupied command,,occupancy command,occupied command,,rm 3215,vav,3215,,ebu3b,,multi state output
506_14_3002872,506,14,3002872,ebu3b rm 4121 occ cmd,nae 06 n2 2 vma182 occ cmd,occupied command,,occupancy command,occupied command,,rm 4121,vav,4121,,ebu3b,,multi state output
506_1_3001168,506,1,3001168,ebu3b rm 3215 htgpid o,nae 06 n2 1 vma182 htgpid o,heating command,98.0,heating command,heating command,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3002867,506,1,3002867,ebu3b rm 4121 htgpid o,nae 06 n2 2 vma182 htgpid o,heating command,98.0,heating command,heating command,,rm 4121,vav,4121,,ebu3b,,analog output
506_3_3002868,506,3,3002868,ebu3b rm 4121 ef3 s,nae 06 n2 2 vma182 ef s,ef sts ex 4121 3121 2121 1121 mech rm,,exhaust fan status,exhaust fan status,,rm 4121,vav,4121,,ebu3b,,binary input
506_4_3002869,506,4,3002869,ebu3b rm 4121 ef3 c,nae 06 n2 2 vma182 ef c,exhaust fan command,,exhaust fan command,exhaust fan command,,rm 4121,vav,4121,,ebu3b,,binary output
506_0_3001158,506,0,3001158,ebu3b rm 3215 dmpr pos,nae 06 n2 1 vma182 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3215,vav,3215,,ebu3b,,analog input
506_0_3002857,506,0,3002857,ebu3b rm 4121 dmpr pos,nae 06 n2 2 vma182 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 4121,vav,4121,,ebu3b,,analog input
506_1_3001162,506,1,3001162,ebu3b rm 3215 dpr c,nae 06 n2 1 vma182 dpr c,damper command,98.0,damper command,damper command,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3002861,506,1,3002861,ebu3b rm 4121 dpr c,nae 06 n2 2 vma182 dpr c,damper command,98.0,damper command,damper command,,rm 4121,vav,4121,,ebu3b,,analog output
506_1_3001164,506,1,3001164,ebu3b rm 3215 clgmaxflo,nae 06 n2 1 vma182 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3002863,506,1,3002863,ebu3b rm 4121 clgmaxflo,nae 06 n2 2 vma182 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 4121,vav,4121,,ebu3b,,analog output
506_1_3001167,506,1,3001167,ebu3b rm 3215 clgpid o,nae 06 n2 1 vma182 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 3215,vav,3215,,ebu3b,,analog output
506_1_3002866,506,1,3002866,ebu3b rm 4121 clgpid o,nae 06 n2 2 vma182 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 4121,vav,4121,,ebu3b,,analog output
506_0_3001173,506,0,3001173,ebu3b rm 3200b zn t,nae 06 n2 1 vma183 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 3200b,vav,3200b,,ebu3b,,analog input
506_0_3002874,506,0,3002874,ebu3b rm 4109 zn t,nae 06 n2 2 vma183 zn t,zone temperature conferenceroom,64.0,zone temperature,zone temperature sensor,,rm 4109,vav,4109,,ebu3b,,analog input
506_1_3001181,506,1,3001181,ebu3b rm 3200b commonsp,nae 06 n2 1 vma183 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3002882,506,1,3002882,ebu3b rm 4109 commonsp,nae 06 n2 2 vma183 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 4109,vav,4109,,ebu3b,,analog output
506_1_3015699,506,1,3015699,ebu3b rm 3200b w c adj,nae 06 n2 1 vma183 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 3200b,vav,3200b,,ebu3b,,analog output
506_1_3015803,506,1,3015803,ebu3b rm 4109 w c adj,nae 06 n2 2 vma183 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 4109,vav,4109,,ebu3b,,analog output
